alpha,seed,T,d,r,beta,lambda_reg,covariance_type,rho,length_scale,eta,mask_value,n_steps,learning_rate,n_population_config,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
1.0,0,4,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9705849609700437,0.9649517059954346,0.5208333333333334,0.5198185546926212,0.0044175489153118,0.0044175489153118,0.0004301913713751,0.097382367376628
2.0,0,4,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9706075400077736,0.9654040075673378,0.5208333333333334,0.5203553308622908,0.0044173606981505,0.0044173606981505,0.0004300529360104,0.0973551777627202
3.0,0,4,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.965196653735262,0.962727505092094,0.5208333333333334,0.5187484564010704,0.0044176375971981,0.0044176375971981,0.0004301975344126,0.0973818075718774
5.0,0,4,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9657700873070988,0.9697469802676169,0.5208333333333334,0.5204079413372245,0.0044172995351881,0.0044172995351881,0.0004299616982899,0.0973358711277983
0.5,0,6,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9889341756885603,0.9836042194274388,0.4083333333333334,0.4094852715378921,0.0044163612122132,0.0044163612122132,0.0004286193238123,0.097052596745706
1.0,0,6,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9849090495893256,0.978960233650322,0.4083333333333334,0.4086135571557748,0.0044160725768645,0.0044160725768645,0.0004286162043142,0.097058233725537
2.0,0,6,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9800084448600044,0.9776897920857176,0.4083333333333334,0.4070527959532702,0.0044162613918025,0.0044162613918025,0.0004286586292503,0.0970636905790918
3.0,0,6,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9813682481098966,0.979526183734385,0.4083333333333334,0.4081886246491627,0.0044162915866551,0.0044162915866551,0.0004286826652063,0.0970684695054457
5.0,0,6,50,50,1.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9827596258635378,0.9801655919985808,0.4083333333333334,0.4083752142397848,0.0044163338746191,0.0044163338746191,0.0004287642471218,0.097086012809389
0.5,0,4,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.2545371051671048,1.2518934566173434,1.0,1.004254533038861,0.0044154128436645,0.0044154128436645,0.0004275683429484,0.0968354167746639
1.0,0,4,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.2492461618882509,1.2472895658436889,1.0,0.9963076447657666,0.004415404368823,0.004415404368823,0.0004275680158282,0.0968355285525484
2.0,0,4,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.2525031102126034,1.2497041536392148,1.0,0.9972684929503474,0.0044154002479911,0.0044154002479911,0.0004275625954248,0.0968343913146717
3.0,0,4,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.247148046850403,1.2476233801961063,1.0,0.9985303675510312,0.0044154041477759,0.0044154041477759,0.0004275674786189,0.0968354117333352
5.0,0,4,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.2483349711947906,1.25229833384219,1.0,0.9988698818985596,0.004415395845183,0.004415395845183,0.0004275522000032,0.096832133515213
0.5,0,6,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.1696932265990148,1.16619352996401,1.0,1.0015095991542753,0.0044154005460933,0.0044154005460933,0.0004275621696243,0.0968342883416571
1.0,0,6,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.1687989620548964,1.1650008826464484,1.0,0.9989577489163668,0.0044153915963808,0.0044153915963808,0.0004275589456503,0.0968337544513151
2.0,0,6,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.1644592149989448,1.1621825539994333,1.0,0.9946715873280612,0.0044153932598956,0.0044153932598956,0.0004275552205625,0.0968328743095237
3.0,0,6,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.1661732606825337,1.1637378540826244,1.0,0.9991905859282706,0.0044153949397867,0.0044153949397867,0.0004275571094874,0.0968332652725469
5.0,0,6,50,50,1.0,1.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.1651966927850697,1.1640556826730557,1.0,0.9973804662927968,0.0044153974090781,0.0044153974090781,0.000427565148742,0.0968350318508071
0.5,0,4,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.1236325538302632,1.1226268260219632,0.9415384615384615,0.945308343755974,0.0044154474934475,0.0044154474934475,0.000427659585824,0.0968553213368985
1.0,0,4,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.1211012218940235,1.117904352894653,0.9415384615384615,0.9386062792670185,0.0044154464834247,0.0044154464834247,0.0004276655621895,0.0968566970056103
2.0,0,4,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.123204466025894,1.1196151786486792,0.9415384615384615,0.9397119810920324,0.004415443138056,0.004415443138056,0.0004276598475103,0.0968554761410923
3.0,0,4,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.117827057638178,1.1174191500535031,0.9415384615384615,0.9401282476711708,0.0044154575631575,0.0044154575631575,0.0004276670811357,0.0968567979690729
5.0,0,4,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.1188932186678282,1.1227718546013294,0.9415384615384615,0.9408084020563688,0.0044154424831219,0.0044154424831219,0.0004276503910712,0.0968533488333033
0.5,0,6,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.0834761448392456,1.079065432515226,0.9353846153846154,0.9367410645929896,0.004415417019417,0.004415417019417,0.0004275984266197,0.0968421385204152
1.0,0,6,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.081235478927373,1.076799271291071,0.9353846153846154,0.934791771592436,0.0044154029921578,0.0044154029921578,0.0004275942469054,0.0968414995561838
2.0,0,6,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.0764464591258078,1.0744387968103415,0.9353846153846154,0.930700934654486,0.0044154124326562,0.0044154124326562,0.000427594399309,0.0968413270177335
3.0,0,6,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.078236516888604,1.0763105040102008,0.9353846153846154,0.934132262861936,0.004415413317114,0.004415413317114,0.000427593103192,0.096841014075568
5.0,0,6,50,50,1.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.0782908085106049,1.0763625920229514,0.9353846153846154,0.9335338891160404,0.0044154147372348,0.0044154147372348,0.0004276014923092,0.096842882890093
0.5,0,4,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8520392141825494,0.8526851230706352,0.675,0.6773668761523542,0.0044155468019377,0.0044155468019377,0.0004278570846662,0.0968978710583444
1.0,0,4,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8531873782781909,0.8484366801521792,0.675,0.6734119966296875,0.0044155598637439,0.0044155598637439,0.0004278690522977,0.0969002947533322
2.0,0,4,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8533406537702667,0.8492986470394248,0.675,0.6741579487664282,0.0044155535322988,0.0044155535322988,0.0004278638890218,0.096899264359984
3.0,0,4,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8485420589625454,0.8473556153785936,0.675,0.67302363444799,0.0044155683835008,0.0044155683835008,0.0004278700671221,0.0969003376147183
5.0,0,4,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.849235752395305,0.8525253908690927,0.675,0.6748520782576668,0.0044155507564485,0.0044155507564485,0.0004278545770055,0.0968972163621267
0.5,0,6,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8745467008959443,0.8688741552058483,0.65,0.6511502881237284,0.0044154648281502,0.0044154648281502,0.0004276854665,0.0968608024626018
1.0,0,6,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8699695306063093,0.8662461492583167,0.65,0.6501232231742079,0.0044154404803237,0.0044154404803237,0.0004276758038635,0.0968591482026282
2.0,0,6,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8655022527745787,0.8645120620990084,0.65,0.6470999483655112,0.0044154530486084,0.0044154530486084,0.0004276808929093,0.0968600250531769
3.0,0,6,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8676587659614309,0.8669633258482234,0.65,0.6485816468171962,0.0044154565185253,0.0044154565185253,0.0004276807929183,0.0968599262893927
5.0,0,6,50,50,1.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8693444152154834,0.8665887577148005,0.65,0.6496383140228913,0.0044154568154712,0.0044154568154712,0.0004276860997895,0.0968611216603927
0.5,0,4,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4642020114373967,0.4645416701558895,0.2897560975609755,0.2905873748521639,0.0044157357358677,0.0044157357358677,0.0004281521059738,0.0969605364958967
1.0,0,4,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4663356495060192,0.4620667487996521,0.2897560975609755,0.2891994571616683,0.0044157423207611,0.0044157423207611,0.0004281576710781,0.096961652192693
2.0,0,4,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.465096960030211,0.4622428930623482,0.2897560975609755,0.2893972499642421,0.0044157426078988,0.0044157426078988,0.0004281599332202,0.0969621581779712
3.0,0,4,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4622120916836381,0.4612891170541878,0.2897560975609755,0.288215164539261,0.00441574646642,0.00441574646642,0.0004281628751216,0.096962739681205
5.0,0,4,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.462430219546533,0.4644311074548927,0.2897560975609755,0.2898603934998214,0.0044157362848625,0.0044157362848625,0.0004281532034481,0.0969607729781889
0.5,0,6,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4875217517065291,0.4824918018772285,0.2663414634146341,0.2670365149389226,0.0044155512817684,0.0044155512817684,0.000427839048182,0.0968936879860497
1.0,0,6,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4824202272134467,0.4811338419989738,0.2663414634146341,0.2666618308565526,0.0044155325008981,0.0044155325008981,0.0004278291545319,0.0968918594631379
2.0,0,6,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4799079403714059,0.4799566409943298,0.2663414634146341,0.2653005744819174,0.0044155375433494,0.0044155375433494,0.0004278357194507,0.0968932355914693
3.0,0,6,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4817429991400379,0.4822622826587789,0.2663414634146341,0.2655666133749851,0.0044155428407913,0.0044155428407913,0.0004278375020056,0.0968935230461928
5.0,0,6,50,50,1.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4839835104745856,0.4814761749116387,0.2663414634146341,0.2665778991212906,0.004415542806759,0.004415542806759,0.0004278390515353,0.0968938747191925
0.5,0,4,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.1401279970390692,1.1391112619933192,0.9382971014492754,0.94208208959476,0.0044154407535019,0.0044154407535019,0.0004276473795581,0.0968527047314585
1.0,0,4,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.1375523011367936,1.1343436447562414,0.9382971014492754,0.935381205186696,0.0044154378914289,0.0044154378914289,0.0004276534470405,0.0968541416629765
2.0,0,4,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.139713188405015,1.1360005175873296,0.9382971014492754,0.9364845394341778,0.0044154360010234,0.0044154360010234,0.000427647169324,0.0968527613637586
3.0,0,4,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.1342548670537156,1.1337082762944388,0.9382971014492754,0.9369907658143732,0.0044154532174886,0.0044154532174886,0.0004276560213769,0.0968543885105801
5.0,0,4,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.1353305226402943,1.1392992475991777,0.9382971014492754,0.9374945137248272,0.0044154362524345,0.0044154362524345,0.000427638328544,0.0968507536052194
0.5,0,6,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.097461729035931,1.093145160563047,0.9310364973015884,0.9323712598624788,0.0044154136516371,0.0044154136516372,0.0004275916726856,0.0968406827584801
1.0,0,6,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.095393117361534,1.090645411092412,0.9310364973015884,0.9304208606940422,0.0044154006665963,0.0044154006665963,0.0004275891126976,0.0968403877664907
2.0,0,6,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.0905244429999166,1.0882763321809106,0.9310364973015884,0.9264067811593232,0.0044154111466871,0.0044154111466871,0.0004275893312474,0.0968402074104137
3.0,0,6,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.0921485556549866,1.0900308772578768,0.9310364973015884,0.929929682642654,0.0044154116508865,0.0044154116508865,0.0004275874945552,0.0968397803791113
5.0,0,6,50,50,1.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.0921399153936435,1.09022652318749,0.9310364973015884,0.9291519955213752,0.0044154130709826,0.0044154130709826,0.0004275966654424,0.0968418262500931
0.5,0,4,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9684042350952262,0.9697209693863004,0.5208333333333334,0.522889729157922,0.0044154911906686,0.0044154911906686,0.0004277705221587,0.096879487170709
1.0,0,4,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9705871059439666,0.9649536130927115,0.5208333333333334,0.5198185546926212,0.0044155131988036,0.0044155131988036,0.0004277884410204,0.0968830624572458
2.0,0,4,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9706093459204508,0.9654058353015929,0.5208333333333334,0.5203553308622908,0.0044155039057656,0.0044155039057656,0.0004277740158391,0.0968799994221604
3.0,0,4,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9651985506060088,0.9627293924898206,0.5208333333333334,0.5187484564010704,0.0044155292228336,0.0044155292228336,0.0004277880291006,0.0968826175780948
5.0,0,4,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9657718445209984,0.969748795713735,0.5208333333333334,0.5204079413372245,0.0044154989712155,0.0044154989712155,0.0004277650827276,0.0968780845644454
0.5,0,6,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.98893462053431,0.9836046017210052,0.4083333333333334,0.4094852715378921,0.0044154421557538,0.0044154421557538,0.0004276319742122,0.0968491850029146
1.0,0,6,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9849094244174624,0.9789605684132868,0.4083333333333334,0.4086135571557748,0.0044154156519584,0.0044154156519584,0.0004276322496215,0.0968498287203931
2.0,0,6,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9800087422419954,0.9776900973248176,0.4083333333333334,0.4070527959532702,0.0044154368048258,0.0044154368048258,0.0004276362282898,0.0968502658270232
3.0,0,6,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.981368588214536,0.9795265262158364,0.4083333333333334,0.4081886246491627,0.0044154387108801,0.0044154387108801,0.0004276384658974,0.0968507307877843
5.0,0,6,50,50,1.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9827600008012756,0.9801659226855162,0.4083333333333334,0.4083752142397848,0.0044154418777566,0.0044154418777566,0.0004276466403689,0.0968525126609132
0.5,0,4,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.2525481089075765,1.255171231916175,1.0,1.004254533038861,0.3119456186269159,0.3119456186269159,0.0582491744016876,0.1867286184626722
1.0,0,4,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.248543967621507,1.2491885133591236,1.0,0.9963076447657666,0.2061592468425118,0.2061592468425118,0.0438219585362647,0.2125636332467834
2.0,0,4,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.2525031889575229,1.2503994399821896,1.0,0.9972684929503474,0.1048224511659903,0.1048224511659902,0.015220734243046,0.1452049067135762
3.0,0,4,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.2472665934809617,1.2481109326824056,1.0,0.9985303675510312,0.0909879723981861,0.0909879723981861,0.0122113895627905,0.1342088326724155
5.0,0,4,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.2485407020546242,1.2526571026609366,1.0,0.9988698818985596,0.0757696842602137,0.0757696842602137,0.0092140923316063,0.1216065821254141
0.5,0,6,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.1685092334570146,1.1682208747948997,1.0,1.0015095991542753,0.25761186991919,0.25761186991919,0.0505545584223943,0.1962431251256113
1.0,0,6,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.1685517429146497,1.166015514044167,1.0,0.9989577489163668,0.1613756960869978,0.1613756960869978,0.0226299410683722,0.1402314079325326
2.0,0,6,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.1645545285948498,1.1625806670240275,1.0,0.9946715873280612,0.1049465644458617,0.1049465644458617,0.0139783388786918,0.1331948211215888
3.0,0,6,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.166302783532306,1.1640808119425403,1.0,0.9991905859282706,0.0951099135356005,0.0951099135356006,0.0118667084932466,0.1247683659054622
5.0,0,6,50,50,10.0,0.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.1653197207068555,1.164445073286306,1.0,0.9973804662927968,0.0929645862620198,0.0929645862620198,0.0114927943110299,0.1236255091657979
0.5,0,4,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.1170609950144554,1.1236989377683024,0.9415384615384615,0.945308343755974,0.4927076950349122,0.4927076950349122,0.0887733073049854,0.1801743877750786
1.0,0,4,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.116730424894559,1.1173873553570972,0.9415384615384615,0.9386062792670185,0.3778363387588183,0.3778363387588182,0.0673551114470062,0.1782653083826345
2.0,0,4,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.1203643786670765,1.1180861961274913,0.9415384615384615,0.9397119810920324,0.2729396650444352,0.2729396650444351,0.0329634885801058,0.1207720709070969
3.0,0,4,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.1152022452285848,1.1155351059601022,0.9415384615384615,0.9401282476711708,0.2522400935302596,0.2522400935302596,0.0266518592501946,0.1056606777978273
5.0,0,4,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.1166445882009657,1.1204753761623405,0.9415384615384615,0.9408084020563688,0.2291100732162815,0.2291100732162815,0.0202794627492307,0.0885140599212624
0.5,0,6,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.080904616815472,1.0801497828499855,0.9353846153846154,0.9367410645929896,0.3840012519866121,0.3840012519866121,0.0802998762291892,0.2091135792234054
1.0,0,6,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.079832481435454,1.0771542864725692,0.9353846153846154,0.934791771592436,0.2721883766367083,0.2721883766367084,0.0368805833453375,0.1354965403043727
2.0,0,6,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.0756397013168453,1.0742304746393323,0.9353846153846154,0.930700934654486,0.2136328015400559,0.2136328015400559,0.026886703010531,0.1258547508468161
3.0,0,6,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.0775246013945137,1.0760507119298768,0.9353846153846154,0.934132262861936,0.1939314642534171,0.1939314642534171,0.0256883478846975,0.132460959770456
5.0,0,6,50,50,10.0,0.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.0776407061647908,1.076129431959389,0.9353846153846154,0.9335338891160404,0.1802934825509525,0.1802934825509524,0.0183218609986733,0.1016224255000202
0.5,0,4,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8242188234672467,0.8374420891168487,0.675,0.6773668761523542,1.0530320331479055,1.053032033147906,0.1269715373515512,0.1205770891622222
1.0,0,4,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.829215994972528,0.8314313957096793,0.675,0.6734119966296875,0.8999583980751831,0.8999583980751829,0.1026629654733609,0.1140752346918867
2.0,0,4,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8325686089957722,0.8310268047730192,0.675,0.6741579487664282,0.7830019849325204,0.7830019849325202,0.0700380330030204,0.0894480912574651
3.0,0,4,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.828023676383865,0.8283537671128137,0.675,0.67302363444799,0.75885630751932,0.7588563075193199,0.0632209668598911,0.0833108537590715
5.0,0,4,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8294703157111596,0.832940455362876,0.675,0.6748520782576668,0.7309371566387963,0.7309371566387965,0.0519889958520157,0.0711264920380931
0.5,0,6,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8636490401919473,0.8670748112632848,0.65,0.6511502881237284,0.7818075768954246,0.7818075768954247,0.1242650698410378,0.158945849993546
1.0,0,6,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8618793339583033,0.8624411213565895,0.65,0.6501232231742079,0.6653749700844626,0.6653749700844624,0.0835391033744745,0.1255519175358672
2.0,0,6,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8586668836736578,0.8600694376464136,0.65,0.6470999483655112,0.6049659437028014,0.6049659437028013,0.0788710168098962,0.1303726559005159
3.0,0,6,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8613586156759769,0.8620546688022681,0.65,0.6485816468171962,0.5474046663083447,0.5474046663083445,0.0727713242360647,0.132938808736924
5.0,0,6,50,50,10.0,0.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8634702533738945,0.8616903101511347,0.65,0.6496383140228913,0.5102462185138228,0.5102462185138229,0.0436151018756814,0.0854785401501215
0.5,0,4,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.3905581309389404,0.3993217626745983,0.2897560975609755,0.2905873748521639,2.0011937333400516,2.001193733340052,0.1825687748597695,0.0912299353221823
1.0,0,4,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.395579967100255,0.396433843217334,0.2897560975609755,0.2891994571616683,1.8570314305315176,1.8570314305315176,0.1564489113151374,0.0842467761950365
2.0,0,4,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.3974420956721479,0.3957896779793864,0.2897560975609755,0.2893972499642421,1.7380617331701589,1.7380617331701589,0.1398387643212696,0.0804567304213119
3.0,0,4,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.3945349252602295,0.3940271935330877,0.2897560975609755,0.288215164539261,1.7272240843163345,1.727224084316335,0.1316622087943193,0.0762276360026751
5.0,0,4,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.3952773003007653,0.396836356964642,0.2897560975609755,0.2898603934998214,1.7149087045792817,1.7149087045792817,0.1239493138649481,0.0722774999823425
0.5,0,6,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4559517113209301,0.4626245501739525,0.2663414634146341,0.2670365149389226,1.7331230994339089,1.7331230994339093,0.298353782741164,0.1721480619804879
1.0,0,6,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4548841966451744,0.458528971700316,0.2663414634146341,0.2666618308565526,1.536725117414346,1.536725117414346,0.1656413517316108,0.1077885367100101
2.0,0,6,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4537142572568688,0.4568218003383049,0.2663414634146341,0.2653005744819174,1.492446465609098,1.4924464656090974,0.1622883097332703,0.1087397862991603
3.0,0,6,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4561839607795235,0.4580692097161407,0.2663414634146341,0.2655666133749851,1.4221521588151722,1.422152158815172,0.1319240546657106,0.0927636707844396
5.0,0,6,50,50,10.0,0.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4590573089461633,0.4578545611087042,0.2663414634146341,0.2665778991212906,1.3261067898131,1.3261067898130996,0.1003212791351293,0.0756509806795187
0.5,0,4,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.1340206386453633,1.1409672814251324,0.9382971014492754,0.94208208959476,0.4755991103232386,0.4755991103232387,0.0865861448395844,0.1820569949778429
1.0,0,4,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.133694829750142,1.134534448778686,0.9382971014492754,0.935381205186696,0.3597682637472676,0.3597682637472677,0.0647099317947824,0.179865592147506
2.0,0,4,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.1374196090374111,1.135024070679014,0.9382971014492754,0.9364845394341778,0.2501952838809306,0.2501952838809306,0.0308114973039351,0.1231497925380502
3.0,0,4,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.132161619847651,1.1323883749509969,0.9382971014492754,0.9369907658143732,0.2292921518870901,0.22929215188709,0.0248165927564431,0.1082313221460082
5.0,0,4,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.1336012892338443,1.1375685200340175,0.9382971014492754,0.9374945137248272,0.2054781291416249,0.2054781291416249,0.0185666983288051,0.0903585136109941
0.5,0,6,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.0950848042243884,1.0945087496796622,0.9310364973015884,0.9323712598624788,0.3708300045060818,0.3708300045060819,0.0809447342299597,0.2182798944162356
1.0,0,6,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.0941755796580268,1.091189275668116,0.9310364973015884,0.9304208606940422,0.2548079422565369,0.2548079422565369,0.0353037709869706,0.1385505124931595
