alpha,seed,T,d,r,beta,lambda_reg,covariance_type,rho,length_scale,eta,mask_value,n_steps,learning_rate,n_population_config,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
3.0,0,4,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.1342581517050998,1.1337062470741344,0.9382971014492754,0.9369907658143732,0.0044191660740746,0.0044191660740746,0.0004296055896604,0.0972141762629765
5.0,0,4,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.135329592284864,1.1392985858744906,0.9382971014492754,0.9374945137248272,0.0044190352517874,0.0044190352517874,0.0004294763413228,0.0971878061278411
0.5,0,6,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.097472853458087,1.0931575337297428,0.9310364973015884,0.9323712598624788,0.0044183920425504,0.0044183920425504,0.0004289985199629,0.0970938105608494
1.0,0,6,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.0954026549793534,1.0906568773065777,0.9310364973015884,0.9304208606940422,0.004418196190156,0.004418196190156,0.0004289426815266,0.0970854763041902
2.0,0,6,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.0905336486473165,1.0882862000688172,0.9310364973015884,0.9264067811593232,0.0044182791641509,0.0044182791641509,0.0004289874720771,0.097093790622795
3.0,0,6,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.092160483583994,1.0900419737096658,0.9310364973015884,0.929929682642654,0.0044182189843124,0.0044182189843124,0.000428939802125,0.0970843237168764
5.0,0,6,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.092153023971341,1.0902359695237436,0.9310364973015884,0.9291519955213752,0.0044182194407573,0.0044182194407573,0.0004290199553327,0.097102455205169
0.5,0,4,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9683528827237508,0.9696780496391598,0.5208333333333334,0.522889729157922,0.0044196054124093,0.0044196054124093,0.0004305334562538,0.0974144558346833
1.0,0,4,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9705485030625248,0.9649070799178324,0.5208333333333334,0.5198185546926212,0.0044198891216969,0.0044198891216969,0.0004306770633341,0.0974406939803007
2.0,0,4,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.970569387411327,0.9653688902071562,0.5208333333333334,0.5203553308622908,0.0044196704162512,0.0044196704162512,0.0004305681078863,0.0974208633981251
3.0,0,4,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9651597712252704,0.9626839372479016,0.5208333333333334,0.5187484564010704,0.0044198740191287,0.0044198740191287,0.0004307132202458,0.097449207461977
5.0,0,4,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9657284804653022,0.9697071300979392,0.5208333333333334,0.5204079413372245,0.0044196101575139,0.0044196101575139,0.0004305259169696,0.0974126453750025
0.5,0,6,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9889360257199618,0.983606022990978,0.4083333333333334,0.4094852715378921,0.0044186643625942,0.0044186643625942,0.0004293812309718,0.0971744390922072
1.0,0,6,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.984906823900952,0.9789592284716728,0.4083333333333334,0.4086135571557748,0.004418221650879,0.004418221650879,0.0004292909204718,0.0971637356370339
2.0,0,6,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9800042591613028,0.9776863688228284,0.4083333333333334,0.4070527959532702,0.0044184099295359,0.004418409929536,0.0004293731607955,0.097178208369774
3.0,0,6,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9813709075742096,0.9795256415071868,0.4083333333333334,0.4081886246491627,0.0044183729505879,0.0044183729505879,0.000429377304922,0.0971799596195116
5.0,0,6,50,50,10.0,1.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9827639910014688,0.9801642896980804,0.4083333333333334,0.4083752142397848,0.0044183943371294,0.0044183943371294,0.0004294320999115,0.0971918907968261
1.0,0,4,100,100,10.0,0.0,toeplitz,0.6,,,1.0,300,0.001,5000,10000,5000,0.7063919031255078,0.7052539779010653,0.5552941176470588,0.5550229247312429,1.417150219245492,1.417150219245492,0.0745985819700803,0.0526398549405705
1.5,0,4,100,100,10.0,0.0,toeplitz,0.6,,,1.0,300,0.001,5000,15000,5000,0.7020435617681253,0.7075801368928311,0.5552941176470588,0.5553155391078233,1.431325437521909,1.4313254375219095,0.0671602570458594,0.0469217239387121
2.0,0,4,100,100,10.0,0.0,toeplitz,0.6,,,1.0,300,0.001,5000,20000,5000,0.7047920532010563,0.7052539255520587,0.5552941176470588,0.5543341390443386,1.3952028052950851,1.395202805295085,0.0631661836952066,0.0452738365028208
3.0,0,4,100,100,10.0,0.0,toeplitz,0.6,,,1.0,300,0.001,5000,30000,5000,0.7054576939328391,0.7062621771582683,0.5552941176470588,0.5545184985891407,1.363134162486766,1.363134162486766,0.0571118610606928,0.0418974614769419
5.0,0,4,100,100,10.0,0.0,toeplitz,0.6,,,1.0,300,0.001,5000,50000,5000,0.7058882165025248,0.7048132688887148,0.5552941176470588,0.554442403266978,1.350871455495836,1.3508714554958363,0.0559280638608474,0.0414014698684406
1.0,0,4,100,100,10.0,0.0,tridiagonal,0.6,,,1.0,300,0.001,5000,10000,5000,0.8988922080751114,0.8989954037864473,0.1273214285714286,0.1274097437450145,1.107099460501454,1.107099460501454,0.0838562651955855,0.0757441116967063
1.5,0,4,100,100,10.0,0.0,tridiagonal,0.6,,,1.0,300,0.001,5000,15000,5000,0.8916252688965078,0.9029402689423704,0.1273214285714286,0.1273284755005123,1.1120575242428865,1.1120575242428865,0.0776106914811266,0.0697901770270074
2.0,0,4,100,100,10.0,0.0,tridiagonal,0.6,,,1.0,300,0.001,5000,20000,5000,0.8957171563823344,0.8979886968146111,0.1273214285714286,0.126795523787073,1.038945974151271,1.0389459741512703,0.0652166809078329,0.0627719655597196
3.0,0,4,100,100,10.0,0.0,tridiagonal,0.6,,,1.0,300,0.001,5000,30000,5000,0.8974950698182592,0.9004317766246264,0.1273214285714286,0.1279769915540266,0.9593658224621412,0.9593658224621412,0.0480849801993443,0.050121631471025
5.0,0,4,100,100,10.0,0.0,tridiagonal,0.6,,,1.0,300,0.001,5000,50000,5000,0.897988589688329,0.8978084283194763,0.1273214285714286,0.1275712472230255,0.9295707685327448,0.9295707685327445,0.0513465409704819,0.0552368283390929
